Image,Template,Preview Image,QRCode Detection,QRcode Decoding,Result1,Result2,Result3,Result4,Result5,Expected Brand,Real Brand,Expected xoffset in mm,Expected yoffset in mm,Top offset in inches,Right offset in inches,Bottom offset in inches,Left offset in inches,Expected print width in mm,Expected print height in mm,Real print width in mm,Real print height in mm,Expected Garment Color,Standart RGB value,Real Garment Color (RGB),Expected Garment Size,Real Garment Size (Unisex),Real Garment Length (inches),Real Garment Width (inches),Design Rotation,Collar Front,Garment Color (score),Design Match (score),Color Match (score),Screenshot
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DAD_32901296__066_088_004_G4_E_1__134779_144_144.jpg,"https://res.cloudinary.com/teepublic/image/private/s--tnFEqLf---/t_Trim/c_scale,h_642,w_1950/c_crop,h_642,w_1939,x_11,y_0/c_lpad,g_north_west,h_861,w_1950,x_0,y_219/c_lpad,g_north,h_861,w_1950/dn_150,e_saturation:25,f_png,q_90/v1607414839/production/designs/17049907_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DAD_32901296__066_088_004_G4_E_1__134779_144_144.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DAD_32901296__066_088_004_G4_E_1__134779_144_144.jpg,2872DAD_32901296__066_088_004_G4_E_1__134779_144_144,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DAD_32901296__066_088_004_G4_E_1__134779_144_144.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DAD_32901296__066_088_004_G4_E_1__134779_144_144.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DAD_32901296__066_088_004_G4_E_1__134779_144_144.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DAD_32901296__066_088_004_G4_E_1__134779_144_144.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DAD_32901296__066_088_004_G4_E_1__134779_144_144.jpg,Next Level Apparel,NEXTLEVEL(from carelabel),33.9371,67.0872,3.199,5.741,17.722,3.667,328.2,108.55,322.05,113.88,Dark Heather Grey,"151,151,151","128,139,138",XL (Mens) (Unisex),XXL,31.205,22.859,-13.65,TRUE,0.99,0.9,0.81,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DAD_32901296__066_088_004_G4_E_1__134779_144_144.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28756EC_32907127__022_063_002_D3_C_1__134711_580_593.jpg,https://images.printify.com/print/656a0eb62e83d453920f8d8b/18325/front/ca5d78a8edb96772ab4d771006ea227c.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28756EC_32907127__022_063_002_D3_C_1__134711_580_593.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28756EC_32907127__022_063_002_D3_C_1__134711_580_593.jpg,28756EC_32907127__022_063_002_D3_C_1__134711_580_593,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28756EC_32907127__022_063_002_D3_C_1__134711_580_593.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28756EC_32907127__022_063_002_D3_C_1__134711_580_593.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28756EC_32907127__022_063_002_D3_C_1__134711_580_593.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28756EC_32907127__022_063_002_D3_C_1__134711_580_593.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28756EC_32907127__022_063_002_D3_C_1__134711_580_593.jpg,Bella Canvas,Bella Canvas(from QRcode),11.9801,17.8787,1.434,3.325,10.263,3.749,273.9,305.39,260.46,286.49,Heather Royal,"81,96,155","61,94,153",M (Unisex) (Unisex),L,29.435,17.949,1.57,TRUE,0.93,0.91,0.81,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28756EC_32907127__022_063_002_D3_C_1__134711_580_593.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2878489_32914362__022_088_004_A15_A_2__134757_423_485.jpg,https://images.printify.com/print/6405c6629b5bfba5f80f95a1/18151/front/3747d0b6039eaab1cff2627af308e182.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2878489_32914362__022_088_004_A15_A_2__134757_423_485.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2878489_32914362__022_088_004_A15_A_2__134757_423_485.jpg,2878489_32914362__022_088_004_A15_A_2__134757_423_485,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2878489_32914362__022_088_004_A15_A_2__134757_423_485.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2878489_32914362__022_088_004_A15_A_2__134757_423_485.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2878489_32914362__022_088_004_A15_A_2__134757_423_485.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2878489_32914362__022_088_004_A15_A_2__134757_423_485.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2878489_32914362__022_088_004_A15_A_2__134757_423_485.jpg,Bella Canvas,VVAS(from carelabel),32.0037,55.3154,2.075,5.987,9.953,3.802,332.06,364.66,314.54,350.08,Dark Heather Grey,"56,56,56","48,52,52",XL (Unisex) (Unisex),XXL,31.798,22.937,-2.28,TRUE,0.95,0.95,0.96,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2878489_32914362__022_088_004_A15_A_2__134757_423_485.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205.jpg,https://images.printify.com/print/65f60298b3e5cbb535084947/96886/front/60f1fac8fe3fb680ebf8664ef8e400b5.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205.jpg,2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205.jpg,Comfort Colors,Comfort Colors(from QRcode),33.0197,61.2421,2.733,4.065,16.967,4.437,330.12,137.58,319.71,132.69,Light Green,"87,155,142","83,111,103",L (Mens) (Unisex),L,29.939,21.845,6.16,TRUE,0.73,0.95,0.74,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DF6_32901296__159_225_003_Q3_E_1__134779_205_205.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28721F4_32900363__022_025_003_C9_E_2__134699_600_602.jpg,"https://res.cloudinary.com/teepublic/image/private/s--2CwNODkZ--/t_Trim/c_scale,h_2311,w_1800/c_lpad,g_north_west,h_2311,w_1800,x_0,y_0/c_lpad,g_north,h_2311,w_1800/dn_150,e_saturation:25,f_png,q_90/v1689281229/production/designs/47809186_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28721F4_32900363__022_025_003_C9_E_2__134699_600_602.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28721F4_32900363__022_025_003_C9_E_2__134699_600_602.jpg,28721F4_32900363__022_025_003_C9_E_2__134699_600_602,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28721F4_32900363__022_025_003_C9_E_2__134699_600_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28721F4_32900363__022_025_003_C9_E_2__134699_600_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28721F4_32900363__022_025_003_C9_E_2__134699_600_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28721F4_32900363__022_025_003_C9_E_2__134699_600_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28721F4_32900363__022_025_003_C9_E_2__134699_600_602.jpg,Bella Canvas,CANVA(from carelabel),45.7068,30,1.672,5.012,8.302,4.055,304.66,391.19,297.41,368.05,Purple,"62,34,85","54,46,93",L (Unisex) (Unisex),XL,30.521,21.488,1.11,TRUE,0.81,0.73,0.77,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28721F4_32900363__022_025_003_C9_E_2__134699_600_602.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2877107_32911248__002_002_003_C2_A_1__134711_482_560.jpg,https://images.printify.com/print/65e800b93935f186bb0db2be/38191/front/ec8925d64b19a14d5e58a6396f5a97be.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2877107_32911248__002_002_003_C2_A_1__134711_482_560.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2877107_32911248__002_002_003_C2_A_1__134711_482_560.jpg,2877107_32911248__002_002_003_C2_A_1__134711_482_560,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2877107_32911248__002_002_003_C2_A_1__134711_482_560.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2877107_32911248__002_002_003_C2_A_1__134711_482_560.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2877107_32911248__002_002_003_C2_A_1__134711_482_560.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2877107_32911248__002_002_003_C2_A_1__134711_482_560.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2877107_32911248__002_002_003_C2_A_1__134711_482_560.jpg,Gildan,Gildan(from QRcode),56.8957,30,2.663,4.34,6.372,3.454,282.36,431.72,318.6,397.34,White,"239,239,241","226,223,218",L (Mens) (Unisex),XL,30.582,21.105,112.89,TRUE,1,0.34,0.54,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2877107_32911248__002_002_003_C2_A_1__134711_482_560.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2875195_32906316__001_002_004_D3_A_1__134711_525_560.jpg,https://images.printify.com/print/661742309dcc84135304b0eb/12103/front/7464a4152a2a47cf6d6ecf9c5b60f503.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2875195_32906316__001_002_004_D3_A_1__134711_525_560.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2875195_32906316__001_002_004_D3_A_1__134711_525_560.jpg,2875195_32906316__001_002_004_D3_A_1__134711_525_560,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2875195_32906316__001_002_004_D3_A_1__134711_525_560.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2875195_32906316__001_002_004_D3_A_1__134711_525_560.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2875195_32906316__001_002_004_D3_A_1__134711_525_560.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2875195_32906316__001_002_004_D3_A_1__134711_525_560.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2875195_32906316__001_002_004_D3_A_1__134711_525_560.jpg,Gildan,Gildan(from QRcode),21.124,45.8327,1.689,5.282,9.123,6.121,353.91,361.27,308.32,380.17,White,"241,241,241","241,235,230",XL (Unisex) (Unisex),XXL,31.85,24.283,0.72,TRUE,0.86,0.91,0.86,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2875195_32906316__001_002_004_D3_A_1__134711_525_560.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D5E_32901296__021_125_001_F17_A_1__134779_115_120.jpg,https://images.printify.com/print/65e95403712c35349906f84e/25394/front/56973d21b0a8873946e3ea5b987315ec.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D5E_32901296__021_125_001_F17_A_1__134779_115_120.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D5E_32901296__021_125_001_F17_A_1__134779_115_120.jpg,2872D5E_32901296__021_125_001_F17_A_1__134779_115_120,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D5E_32901296__021_125_001_F17_A_1__134779_115_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D5E_32901296__021_125_001_F17_A_1__134779_115_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D5E_32901296__021_125_001_F17_A_1__134779_115_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D5E_32901296__021_125_001_F17_A_1__134779_115_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D5E_32901296__021_125_001_F17_A_1__134779_115_120.jpg,Gildan,Gildan(from QRcode),76.6231,46.6794,2.135,5.932,8.096,4.096,242.91,294.73,225.51,260.75,Sand,"209,196,179","186,177,153",S (Unisex) (Unisex),M,26.728,19.452,-0.32,TRUE,0.95,0.89,0.7,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D5E_32901296__021_125_001_F17_A_1__134779_115_120.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/287764A_32912084__022_088_005_C17_A_2__134756_992_1108.jpg,"https://res.cloudinary.com/teepublic/image/private/s--DLaovGNl--/t_Trim/c_scale,h_894,w_2100/c_lpad,g_north_west,h_1202,w_2100,x_0,y_308/c_lpad,g_north,h_1202,w_2100/dn_150,e_saturation:25,f_png,q_90/v1698309390/production/designs/52362505_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/287764A_32912084__022_088_005_C17_A_2__134756_992_1108.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/287764A_32912084__022_088_005_C17_A_2__134756_992_1108.jpg,287764A_32912084__022_088_005_C17_A_2__134756_992_1108,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/287764A_32912084__022_088_005_C17_A_2__134756_992_1108.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/287764A_32912084__022_088_005_C17_A_2__134756_992_1108.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/287764A_32912084__022_088_005_C17_A_2__134756_992_1108.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/287764A_32912084__022_088_005_C17_A_2__134756_992_1108.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/287764A_32912084__022_088_005_C17_A_2__134756_992_1108.jpg,Bella Canvas,Bella Canvas(from QRcode),20.3893,82.1592,3.611,5.812,17.637,5.046,355.29,151.06,343,149.31,Dark Heather Grey,"48,46,52","38,52,57",2X (Unisex) (Unisex),XXXL,32.578,25.194,-9.2,TRUE,0.96,0.9,0.71,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/287764A_32912084__022_088_005_C17_A_2__134756_992_1108.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2876844_32909886__022_002_003_B14_A_1__134711_419_441.jpg,https://images.printify.com/print/661761daa8dcf96bff07b60f/18542/front/6e74a4129b00ea96c2e23b7f086b1eb1.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2876844_32909886__022_002_003_B14_A_1__134711_419_441.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2876844_32909886__022_002_003_B14_A_1__134711_419_441.jpg,2876844_32909886__022_002_003_B14_A_1__134711_419_441,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2876844_32909886__022_002_003_B14_A_1__134711_419_441.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2876844_32909886__022_002_003_B14_A_1__134711_419_441.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2876844_32909886__022_002_003_B14_A_1__134711_419_441.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2876844_32909886__022_002_003_B14_A_1__134711_419_441.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2876844_32909886__022_002_003_B14_A_1__134711_419_441.jpg,Bella Canvas,CANVAS(from carelabel),65.4471,43.6314,2.124,4.974,16.882,4.98,265.26,172.81,254.7,166.02,White,"245,245,245","233,229,225",L (Unisex) (Unisex),XL,30.47,20.579,1.74,TRUE,0.98,0.87,0.71,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2876844_32909886__022_002_003_B14_A_1__134711_419_441.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D8B_32901296__047_017_025_A6_F_1__134779_17_20.jpg,https://images-backend.threadless.com/~/2XzSJ.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D8B_32901296__047_017_025_A6_F_1__134779_17_20.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D8B_32901296__047_017_025_A6_F_1__134779_17_20.jpg,2872D8B_32901296__047_017_025_A6_F_1__134779_17_20,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D8B_32901296__047_017_025_A6_F_1__134779_17_20.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D8B_32901296__047_017_025_A6_F_1__134779_17_20.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D8B_32901296__047_017_025_A6_F_1__134779_17_20.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D8B_32901296__047_017_025_A6_F_1__134779_17_20.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D8B_32901296__047_017_025_A6_F_1__134779_17_20.jpg,LAT Apparel,LAT Apparel(from QRcode),72.5167,20,1.997,7.698,14.582,8.787,251.12,174.84,246.74,181.95,Red,"187,63,63","172,0,28",4 (Ladies) (Unisex),XXXL,31.642,26.792,-5.35,TRUE,0.99,0.9,0.74,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D8B_32901296__047_017_025_A6_F_1__134779_17_20.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/286A661_32882042__022_006_003_B14_B_1__1_123_192.jpg,"https://res.cloudinary.com/teepublic/image/private/s--rd5wUwoi--/t_Trim/c_scale,h_1217,w_1620/c_lpad,g_north_west,h_1285,w_1800,x_90,y_68/c_lpad,g_north,h_1285,w_1800/dn_150,e_saturation:25,f_png,q_90/v1701087315/production/designs/53746085_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/286A661_32882042__022_006_003_B14_B_1__1_123_192.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/286A661_32882042__022_006_003_B14_B_1__1_123_192.jpg,286A661_32882042__022_006_003_B14_B_1__1_123_192,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/286A661_32882042__022_006_003_B14_B_1__1_123_192.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/286A661_32882042__022_006_003_B14_B_1__1_123_192.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/286A661_32882042__022_006_003_B14_B_1__1_123_192.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/286A661_32882042__022_006_003_B14_B_1__1_123_192.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/286A661_32882042__022_006_003_B14_B_1__1_123_192.jpg,Bella Canvas,Bella Canvas(from QRcode),60.9481,41.5157,1.94,5.316,12.601,4.714,274.17,205.93,267.73,201.68,Light Blue,"173,195,208","154,169,174",L (Unisex) (Unisex),L,28.778,21.207,-0.02,TRUE,0.94,0.93,0.69,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/286A661_32882042__022_006_003_B14_B_1__1_123_192.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D2E_32901296__003_001_005_G2_E_1__134779_126_128.jpg,https://snowdam.s3.us-east-2.amazonaws.com/SBSP-DNA-Viacom-Spongebob-AdultT-shirt-11730-LeftChest.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D2E_32901296__003_001_005_G2_E_1__134779_126_128.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D2E_32901296__003_001_005_G2_E_1__134779_126_128.jpg,2872D2E_32901296__003_001_005_G2_E_1__134779_126_128,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D2E_32901296__003_001_005_G2_E_1__134779_126_128.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D2E_32901296__003_001_005_G2_E_1__134779_126_128.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D2E_32901296__003_001_005_G2_E_1__134779_126_128.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D2E_32901296__003_001_005_G2_E_1__134779_126_128.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D2E_32901296__003_001_005_G2_E_1__134779_126_128.jpg,Next Level Apparel,Next Level Apparel(from QRcode),265.4939,36.2653,2.143,5.645,22.404,14.342,85.77,88.48,83.97,86.52,Heather Grey,"205,202,207","151,154,155",2X (Mens) (Unisex),XXXL,32.647,23.497,-2.3,TRUE,0.61,0.81,0.56,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D2E_32901296__003_001_005_G2_E_1__134779_126_128.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D22_32901296__001_002_007_F16_A_1__134779_116_120.jpg,https://images.printify.com/print/661335e5b83b6d4b1101f9fa/24031/front/c93ba9f4c25aaced6fe6aa866f4a9375.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D22_32901296__001_002_007_F16_A_1__134779_116_120.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D22_32901296__001_002_007_F16_A_1__134779_116_120.jpg,2872D22_32901296__001_002_007_F16_A_1__134779_116_120,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D22_32901296__001_002_007_F16_A_1__134779_116_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D22_32901296__001_002_007_F16_A_1__134779_116_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D22_32901296__001_002_007_F16_A_1__134779_116_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D22_32901296__001_002_007_F16_A_1__134779_116_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D22_32901296__001_002_007_F16_A_1__134779_116_120.jpg,Gildan,GILDAN(from carelabel),50.4187,46.9947,3.11,8.664,15.912,8.635,295.32,255.69,292.11,255.52,White,"241,241,241","240,236,230",4X (Unisex) (Unisex),XXXXXL,34.982,29.502,2.76,TRUE,0.93,0.87,0.75,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D22_32901296__001_002_007_F16_A_1__134779_116_120.png
